goodnight252,
goodnight252,
goodnight252,https://www.goodnightjournal.com/wp-content/uploads/2016/03/07-Stella-gemella.mp3
goodnight252,I just found some days ago but I decided to listen to it just now lol.
goodnight252,The song is called, Stella Gemella by Eros Ramazzotti.
goodnight252,I love the instrumental soft rock behind it and of course the meaning of the lyrics 
goodnight252,
goodnight263,
goodnight263,why?
goodnight263,I don’t get breaks
goodnight263,Indian Lady (boss) messes with my brain telling me this when in reality it was that
goodnight263,I do most of the stuff
goodnight263,Morning Jobs are not for me, can’t help but to feel so fucking lazy ugh...
goodnight263,I only get a day off
goodnight263,My foot just hurt so bad
goodnight263, 
goodnight263,
goodnight265,
goodnight265,Its so hard to not feeling jealous when the guy I have feelings for couldn’t spend time with me last week because he was with the same woman and babysitting the kid.
goodnight265,I don’t want to feel disappointed anymore but I am....
goodnight265,
goodnight270,
goodnight270,Whenever my friend mentions his lover, I wish I could had a lover to stop feeling jealous all the time..
goodnight270,I often get sad when I see pics of naked couples around tumblr or love scenes  because I imagine my friend and her together 
goodnight270, 
goodnight270,It’s hard to move on by I will because it makes me sick to cry for some stupid crush shit
goodnight270,
goodnight269,
goodnight269,After a long late night yesterday, I woke up and it was so boring like plain boring today.
goodnight269,OMG, I just want to this day get over and fucking sleep!!!
goodnight269,I forgot to mention that I love my late Christmas gift from my friend, Michael.
goodnight269,I got 2 PostSecret books on Friday (yesterday) but the funny thing is that he gave me the first edition that I already own (never told him about it).
goodnight269,I wondered, out of the 6-7 books why he chose that one lol?!?!?!
goodnight269,I was about to tell him that but you know what?
goodnight269,I won’t because I plan to sell the book that I bought and keep the one he gave me :).
goodnight269,Finally,  we spent the rest of the night watching hockey, a movie, and telling each other goodnights.
goodnight269,He’s such a nice man, friend that I’m very lucky to have him and I don’t want to be away from him anymore.
goodnight269,If I were capable of having a bf, it would be him without a doubt..
goodnight269, 
goodnight269,
goodnight273,
goodnight273,I wonder why people are surprised that I’m 22 and never had worked in my life?!
goodnight273,Is not like I’m 32 and never had worked lol.
goodnight273,I hope one of two out 3 that I applied will call me soon because I just need money. 
goodnight273, 
goodnight273,
goodnight257,
goodnight257,I’m very sad right now because I’m afraid that I may have some sort of mental disorder because of the following things I’m experiencing:
goodnight257,My memory sucks, I’m forgetful
goodnight257,My mood swings change frequently 
goodnight257,I’m depressive
goodnight257,I get distracted easily
goodnight257,I get nervously tense
goodnight257, 
goodnight257, 
goodnight257, 
goodnight257,
goodnight250,
goodnight250,When I meet people, I always think you prefer someone else or meet someone else than me...that’s why I don’t socialize much, to avoid personal preference
goodnight250,
goodnight258,
goodnight258,Everytime he gives me suggestion on how to pursuit men I meet, it makes me sad to know that he doesn’t get jealous anymore.
goodnight258,I wish he could tell me things that indicate he still interested in me but since he met other girl 11 months back, I’m defeated.......there’s nothing I can do about it anymore....
goodnight258,I still wonder what does she has that I don’t have 
goodnight258,I often scare to tell him, what do you like about her or what made her interesting that you decided to met her and still being with her even if she sucks so often 
goodnight258, 
goodnight258,
goodnight253,
goodnight253,When people ask me about my life, I often make up stories so that people find me interesting instead of my simple plain life..
goodnight253,Its something that I want to stop but seem I can’t 
goodnight253,
goodnight268,
goodnight268,I finally got a new job as housekeeper in a hotel and I start tomorrow 
goodnight268, 
goodnight268,I hope it goes well since I don’t have any experience working 
goodnight268,
goodnight262,
goodnight262,Being illegal sucks because you don’t have the fair treatments and people (most) are racist towards us (Mexican illegals).
goodnight262,I want to be able to travel the world but with legal documents as many do.
goodnight262,Besides, for the past 14 years nothing has gone well in my life and I just want to start over in my native country from zero, a new beginning.
goodnight262,If I finally decide to move, it will take me time to get use to my country but don’t worry, I’m making my research.
goodnight262,Its something that I really have to think about it before leaving the US permanently.
goodnight262,Here are some of my reasons why I want to leave US:
goodnight262,
goodnight262,I want to be able to have a proper ID without showing my consular card, because I feel embarrass that people take a look and say (don’t really say :P) “oh she’s illegal” or  “hmmm” ( long stare if they’re able to make it eligible).
goodnight262,Work legally and without filling an application with fake ssn when I seek jobs.
goodnight262,Able to have like health insurance (ex.
goodnight262,medicaid, chip or any plan)
goodnight262,Be able to find a job that I’m comfortable with without the harassment
goodnight262,Able to drive with proper documentation
goodnight262,Able to have for once, citizen rights like many
goodnight262,To Travel to Europe, a long wish that I want so bad
goodnight262,I also want to be able to see the rest of my family before grandma passes away in the future
goodnight262,Be able to have a  proper life for myself and to be free of my sadness and disappointments.
goodnight262,For once, I want to be happy.
goodnight262,I’ll see what happens in a couple of months....
goodnight262, 
goodnight262,
goodnight264,
goodnight264,I judge people easily...I try not to but it seems a bit of hard work not to
goodnight264,
goodnight261,
goodnight261,I started at my new job today and honestly, is very exhausting because I had to clean at least 20-30 rooms!
goodnight261,The lady who is training me seem a bit “mean” , I guess she didn’t like me much.
goodnight261,Other than that, its not a bad start at housekeeping job.
goodnight261,I only need to learn how to clean the rooms properly and I’m good to go :). 
goodnight261,
goodnight267,
goodnight267,Second day is already more exhausting than day 1 because the lady who is training me expects me to learn already the entire drill!.
goodnight267,I couldn’t hold it and told her that I won’t learn everything in 2 days, shit..drove me mad already and all morning to noon, had done nothing but to told me how I fucked the beds, and how I need to fucking hurry up!.
goodnight267,Me, kept telling her back and to be honest I won’t put up with her attitude.
goodnight267,Just because I’m illegal, I won’t let anyone to treat me “bad” at work or to make me feel less!
goodnight267,For day 2, I already memorize how to clean the bathrooms, clean the furniture, and vacuum the room.
goodnight267,The only issues I have is how to do the bed and the color coding list of rooms that I have to do bed or not, and which bed sheets to grab.
goodnight267,oh, also how to be much faster and get less tired.
goodnight267,I highly don’t  recommend hotels to anyone, especially if its less than 3.5 rating
goodnight267, 
goodnight267,Reasons why: (about my hotel)
goodnight267,Poor hygiene
goodnight267,The people who are staying for more than 2 days, they get dirty bed sheets.
goodnight267,Pillows are so dirty from inside the pillow covers.
goodnight267,No gloves when cleaning
goodnight267,Lack of staff
goodnight267,Poor hotel sanitary overall
goodnight267,Old furnitures
goodnight267,*2 days and this job is so exhausting that I want to quit 
goodnight267, 
goodnight267, 
goodnight267, 
goodnight267, 
goodnight267,Housekeeper
goodnight267, 
goodnight267,
goodnight266,
goodnight266,On Friday, my mom’s lover died and I feel bad because I often talked bad about him with my sister judging him by the way he looked and his job.
goodnight266,It was a very shocking news to me because it was one of the things I never expected and mom was beyond devastated, she’s doing alright but it will take her time to heal though.
goodnight266,I’m there to help whenever I can and what she needs.
goodnight266,On Monday, I got a called from another job that I had applied and told me to go on Tuesday (Wings fast food restaurant) and I didn’t like it.
goodnight266,I felt very pressure when both men who were teaching left me alone there, trying to do about 8-10 orders by myself that I didn’t know how to do them :(.
goodnight266,Overwhelm by the ladies upfront asking me to “hurry” and I just took off my apron and told another worker to let me go out.
goodnight266,I lasted working there for 4.5 hours.
goodnight266,Then, a lady worker and the boss came to ask me what had happened.
goodnight266,I told them that It became too much and my feet hurt very bad :(.
goodnight266,They talked me through how I shouldn’t feel down and told me I could comeback tomorrow (today).
goodnight266,I decided not to, I feel embarrass to go back again.
goodnight266,The same day (Monday), I got paid for the first time!!!
goodnight266,It feels so good to have money in my wallet 😀
goodnight266,Last Week, there’s a man who caught my eyes last week at work (hotel) and he’s very hot, gorgeous.
goodnight266,Well, actually never seen him but I just remembering that I have been cleaning his room but just saw him some days ago (face and everything).
goodnight266,My problem is that I don’t know how to make him notice or how to “talk” to him lol.
goodnight266,I think he wouldn’t be attracted to a housekeeper like me and to be honest, I’m not that pretty either :P. I fantasize about him sexually.
goodnight266,It would be nice to enter his room and fuck him like seriously though.
goodnight266,I want a man/men but I don’t know how to, I only want it to take the stress away of life...
goodnight266,
goodnight271,
goodnight271,Tomorrow, I’ll go search for work because I need money as fuck to buy more makeup 😛
goodnight271,
goodnight254,
goodnight254,“Write me, when the wind undresses the trees..everyone else has gone to the movies now...but you want to be alone and you don’t feel like talking, now write me... It’s gonna be useful to make you feel less fragile...when in the people you’ll find, just indifference...
goodnight254,I want you to never forget me...(2x)
goodnight254,If you don’t find special words to tell me, please don’t worry I can understand...for me, it’s enough to know that you are thinking about me even for a minute because I’ll be satisfied if you send a greeting...its enough a little to feel closer..(2x)
goodnight254,Write me, when the clear sky shines again and the days will be longer but you don’t wait at night...
goodnight254,If you want to sing, write me...even when you believe that you have fallen in love... (2x)
goodnight254,Just write me”
goodnight254,–Nino Buonocore (original), Laura Pausini (Cover)
goodnight254, 
goodnight254,I just love this song so much that it reminds of him alot 
goodnight254,Both versions are amazing <3
goodnight254,
goodnight259,
goodnight259,I never had any boyfriend nor done anything sexually even a kiss..
goodnight259,
goodnight251,
goodnight251,My mom went to a funeral of his lover and was telling me how his body was cold and frozen :(.
goodnight251,She said that it made her sad seeing him like this for the last time.
goodnight251,I often think about death since my friend (who I have feelings for) had a crash.
goodnight251,In the back of my mind, I want to end this “friendship” because I wouldn’t like to receive the news that he passed away.
goodnight251,He’s over there (Canada) and me over here (USA).
goodnight251,Since I’m illegal, it will be impossible for me to visit him there :'(.
goodnight251,The idea of his death, tears me apart when I think about it.
goodnight251,I don’t like this.
goodnight251,I hate death and most of it, the fucking distance!!
goodnight251,!
goodnight251,
goodnight260,
goodnight260,It has been 4 days since I started working and I’m completely dead all day.
goodnight260,I have understood 70% of the duties that I have to do daily and I want to quit so bad already.
goodnight260,Cleaning rooms is the most unpleasant thing!!!
goodnight260,The bad thing is that guests like me because I’m the only one who can speak fully English and I literally a miracle.
goodnight260,A guy gave me $5 to clean all his room when today I was only supposed to take the trash and add additional towels, good thing tho :).
goodnight260,My mom tells me that even if I quit this job, every single job is exhausting anyways.
goodnight260,Tomorrow, it will be one of the  busiest day and I don’t wanna go :(.
goodnight260,I feel like I haven’t talk to my friend, Michael in a longtime (only 2 days) and I hope we can watch a movie tonight because I miss him all the time.
goodnight260,I hate that I like him alot :(, what can I do!?!?
goodnight260,he is just too nice to me and so kind, I’m overwhelm *-*
goodnight260,
goodnight256,
goodnight256,I often think about my future and its scares me to think I’ll have a dead end job, no education, be scared all the time and no place to live in....
goodnight256,
goodnight255,
goodnight255,It’s been almost a week and a half and I still don’t get a job.
goodnight255,No calls, no interviews, nothing..it makes me sad because the another year will pass and I still will be a fucking loser.
goodnight255,I’m out options for now.
goodnight255,Studying for the GED is really hard because I often lazy and get sleep halfway through and end up studying for only 30 mins.
goodnight255,Right now, I could had study but I’m not or hours ago but I didn’t.
goodnight255,I still lack so much motivation as well as to lose weight!!
goodnight255,I’m often scare of the future because I’m wasting it huge and I don’t know what to do.
goodnight255,I just don’t want to have anymore mistakes nor regrets.
goodnight255,I’m lost...At 22, I should know what to do in my fucking life, to have my shit on..( in my opinion ).
goodnight255,I’m not complaining, I’m reviewing my own thoughts.
goodnight255,That’s all
goodnight255,I hate how life is complicated lol 
goodnight255,
goodnight272,
goodnight272,I finished watching Turbo Kid with my “friend”, Michaël.
goodnight272,I was surprised how I love this funny quirky movie!
goodnight272,He recommended for us to watch it but I was highly skeptical of his choice because sci-fi comedy is not really my thing.
goodnight272,I was wrong :).
goodnight272,Just some minutes ago, we talked about it and told each others goodnight.
goodnight272,For tonight, I’m a happy girl even if I felt some sort of shitty hours ago.
goodnight272,He knows how to make me feel definitely better and the fact that he was smiling because I wanted to watch a movie with him is priceless.
goodnight272,Our days together will be over in 2 weeks because he will return to work at nights everyday after a car crash that left him temporarily injured.
goodnight272,I’m glad he’s alive and he’s feeling better each day 😀 <3
goodnight272,
